Server;Apps;PC;DBegin;DEnd;Duration
SRVMV-SOCIAL001;IODAS-Environnement;XP24065;21/01/2016 15:49;21/01/2016 16:15;00:25:47
SRVMV-SOCIAL001;IODAS-Usager;SE27651;21/01/2016 15:48;21/01/2016 15:58;00:09:51
SRVMV-COMMUN001;Internet Explorer;SE27651;21/01/2016 15:39;21/01/2016 16:57;01:18:07
SRVMV-PDEP001;Abyla PROD;XP18718;21/01/2016 15:37;21/01/2016 16:09;00:31:58
SRVMV-W3NEOT001;Batwindows;HU30424;21/01/2016 15:36;21/01/2016 16:12;00:35:39
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;21/01/2016 15:34;21/01/2016 15:58;00:24:34
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;21/01/2016 15:14;21/01/2016 15:31;00:16:53
SRVMV-COMMUN001;Mozilla Firefox;SE27651;21/01/2016 15:11;21/01/2016 15:11;00:00:21
SRVMV-SOCIAL001;IODAS-Usager;XP18625;21/01/2016 14:56;21/01/2016 15:52;00:56:42
SRVMV-SOCIAL001;IODAS-Usager;SE27651;21/01/2016 14:44;21/01/2016 15:34;00:49:26
SRVMV-SOCIAL001;IODAS-Usager;SE29060;21/01/2016 14:44;21/01/2016 15:16;00:31:49
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;21/01/2016 14:38;21/01/2016 15:31;00:52:29
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18623;21/01/2016 14:32;21/01/2016 14:34;00:02:12
SRVMV-W3NEOT001;Batwindows;HU30424;21/01/2016 14:31;21/01/2016 15:28;00:57:30
SRVMV-SOCIAL001;IODAS-Usager;XP24065;21/01/2016 14:31;21/01/2016 14:33;00:02:40
SRVMV-W3NEOT001;Batwindows;HU30424;21/01/2016 14:28;21/01/2016 14:29;00:00:54
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;21/01/2016 14:27;21/01/2016 14:27;00:00:15
SRVMV-COMMUN001;Internet Explorer;WY23130;21/01/2016 14:11;21/01/2016 14:20;00:09:09
SRVMV-W3NEOT001;Batwindows;HU30424;21/01/2016 14:02;21/01/2016 14:27;00:25:14
SRVMV-COMMUN001;Mozilla Firefox;SE27651;21/01/2016 13:47;21/01/2016 14:25;00:38:25
SRVMV-SOCIAL001;IODAS-Usager;XP24065;21/01/2016 13:45;21/01/2016 13:48;00:03:16
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;21/01/2016 13:44;21/01/2016 14:25;00:40:50
SRVMV-SOCIAL001;IODAS-Usager;SE29060;21/01/2016 13:44;21/01/2016 14:15;00:30:54
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;21/01/2016 13:44;21/01/2016 13:44;00:00:22
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18623;21/01/2016 13:41;21/01/2016 14:27;00:46:11
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;21/01/2016 13:33;21/01/2016 13:51;00:17:35
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;21/01/2016 13:30;21/01/2016 13:51;00:20:36
SRVMV-SOCIAL001;IODAS-Usager;XP18625;21/01/2016 13:25;21/01/2016 13:51;00:26:33
SRVMV-SOCIAL001;IODAS-Usager;SE29060;21/01/2016 13:21;21/01/2016 13:42;00:20:30
SRVMV-SOCIAL001;IODAS-Usager;SE29060;21/01/2016 13:17;21/01/2016 13:42;00:25:05
SRVMV-SOCIAL001;IODAS-Usager;XP18623;21/01/2016 13:14;21/01/2016 14:27;01:12:20
SRVMV-COMMUN001;Portail_AD33;SE29060;21/01/2016 13:13;21/01/2016 13:13;00:00:09
SRVMV-SOCIAL001;IODAS-Usager;SE29060;21/01/2016 12:10;21/01/2016 12:47;00:36:36
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;21/01/2016 11:55;21/01/2016 12:28;00:33:29
SRVMV-COMMUN001;Portail_AD33;HU29781;21/01/2016 11:50;21/01/2016 11:50;00:00:04
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18623;21/01/2016 11:47;21/01/2016 11:52;00:04:58
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;21/01/2016 11:43;21/01/2016 12:28;00:45:18
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18623;21/01/2016 11:43;21/01/2016 11:52;00:09:01
SRVMV-SOCIAL001;IODAS-Environnement;XP18625;21/01/2016 11:43;21/01/2016 11:43;00:00:05
SRVMV-SOCIAL001;IODAS-Environnement;XP18625;21/01/2016 11:42;21/01/2016 11:43;00:00:14
SRVMV-SOCIAL001;IODAS-Usager;XP18625;21/01/2016 11:42;21/01/2016 12:28;00:46:16
SRVMV-SOCIAL001;IODAS-Usager;SE29060;21/01/2016 11:35;21/01/2016 12:47;01:12:30
SRVMV-SOCIAL001;IODAS-Usager;XP18623;21/01/2016 10:50;21/01/2016 11:32;00:41:38
SRVMV-SOCIAL001;IODAS-Usager;XP18625;21/01/2016 10:38;21/01/2016 11:12;00:34:26
SRVMV-SOCIAL001;IODAS-Usager;HU31042;21/01/2016 10:29;21/01/2016 10:46;00:17:01
SRVMV-SOCIAL001;IODAS-Usager;HU31042;21/01/2016 10:29;21/01/2016 10:46;00:17:02
SRVMV-COMMUN001;Microsoft Excel 2007;HU25202;21/01/2016 09:55;21/01/2016 09:57;00:01:54
SRVMV-COMMUN001;Notepad++;HU25202;21/01/2016 09:55;21/01/2016 09:55;00:00:15
SRVMV-COMMUN001;Mozilla Firefox;HU25202;21/01/2016 09:52;21/01/2016 09:52;00:00:17
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;21/01/2016 08:59;21/01/2016 09:31;00:31:59
SRVMV-COMMUN001;Microsoft Access 2013;SE29922;21/01/2016 08:57;21/01/2016 09:20;00:23:15
SRVMV-SOCIAL001;IODAS-Usager;SE29060;21/01/2016 08:41;21/01/2016 10:14;01:33:19
SRVMV-SOCIAL001;IODAS-Usager;SE29060;21/01/2016 08:14;21/01/2016 08:36;00:22:14
SRVMV-PDEP001;ArcMap 10.2.1;XP23476;20/01/2016 16:21;20/01/2016 16:22;00:01:17
SRVMV-COMMUN001;SCRIBE Foncier;SE29067;20/01/2016 16:05;20/01/2016 16:06;00:00:48
SRVMV-PDEP001;Sumo VA;SE29067;20/01/2016 16:05;20/01/2016 16:05;00:00:02
SRVMV-PDEP001;Geomap;SE29067;20/01/2016 16:04;20/01/2016 16:05;00:01:00
SRVMV-SOCIAL001;IODAS-Usager;SE29060;20/01/2016 16:00;20/01/2016 17:26;01:25:42
SRVMV-PDEP001;Geomap;HU31042;20/01/2016 15:58;20/01/2016 16:02;00:03:28
SRVMV-COMMUN001;Catalogue de services DSI;HU29938;20/01/2016 14:42;20/01/2016 14:42;00:00:01
SRVMV-SOCIAL001;IODAS-Usager;SE29060;20/01/2016 14:12;20/01/2016 15:55;01:43:47
SRVMV-SOCIAL001;IODAS-Usager;SE29060;20/01/2016 14:11;20/01/2016 14:43;00:31:42
SRVMV-SOCIAL001;IODAS-Usager;SE29060;20/01/2016 14:11;20/01/2016 14:43;00:31:47
SRVMV-COMMUN001;Catalogue de services DSI;HU29938;20/01/2016 13:44;20/01/2016 13:44;00:00:02
SRVMV-COMMUN001;Liste Identité;HU29938;20/01/2016 13:43;20/01/2016 13:43;00:00:03
SRVMV-COMMUN001;WebMail Lotus;HU29938;20/01/2016 13:34;20/01/2016 14:35;01:01:44
SRVMV-COMMUN001;IBM Notes;HU29938;20/01/2016 13:33;20/01/2016 13:33;00:00:02
SRVMV-COMMUN001;WebMail Lotus;HU29938;20/01/2016 13:33;20/01/2016 13:33;00:00:06
SRVMV-COMMUN001;Catalogue de services DSI;HU29938;20/01/2016 13:31;20/01/2016 13:31;00:00:01
SRVMV-COMMUN001;ITASM;HU29938;20/01/2016 13:28;20/01/2016 15:38;02:09:31
SRVMV-PDEP001;Geomap;HU29236;20/01/2016 13:26;20/01/2016 13:26;00:00:49
SRVMV-PDEP001;DescWord;HU29236;20/01/2016 13:24;20/01/2016 13:25;00:00:23
SRVMV-SOCIAL001;IODAS-Usager;SE29060;20/01/2016 13:17;20/01/2016 14:05;00:48:21
SRVMV-COMMUN001;Geopanorama;HU29236;20/01/2016 13:16;20/01/2016 13:22;00:06:46
SRVMV-PDEP001;ArcGIS Administrator;HU29236;20/01/2016 13:14;20/01/2016 13:14;00:00:16
SRVMV-SOCIAL001;IODAS-Usager;SE29060;20/01/2016 12:05;20/01/2016 12:09;00:04:07
SRVMV-COMMUN001;Microsoft Access 2013;HU29938;20/01/2016 11:56;20/01/2016 12:01;00:04:30
SRVMV-COMMUN001;Microsoft Word 2007;SE29060;20/01/2016 11:16;20/01/2016 11:34;00:18:04
SRVMV-SOCIAL001;IODAS-Usager;SE29060;20/01/2016 10:55;20/01/2016 12:01;01:06:08
SRVMV-PDEP001;Abyla PROD;SE29067;20/01/2016 10:42;20/01/2016 11:04;00:21:59
SRVMV-SOCIAL001;IODAS-Usager;SE29060;20/01/2016 10:37;20/01/2016 10:55;00:18:22
SRVMV-SOCIAL001;IODAS-Prestataire;XP18623;20/01/2016 10:35;20/01/2016 10:40;00:05:00
SRVMV-SOCIAL001;IODAS-Usager;SE29060;20/01/2016 09:48;20/01/2016 10:26;00:37:27
SRVMV-PDEP001;Abyla PROD;SE29067;20/01/2016 09:32;20/01/2016 10:12;00:40:06
SRVMV-PDEP001;Abyla VA;SE25153;20/01/2016 09:28;20/01/2016 10:05;00:36:20
SRVMV-PDEP001;Abyla VA;SE25153;20/01/2016 09:14;20/01/2016 09:14;00:00:33
SRVMV-COMMUN001;Geopanorama;HU29236;20/01/2016 09:04;20/01/2016 09:05;00:00:57
SRVMV-SOCIAL001;IODAS-Usager;SE29060;20/01/2016 08:58;20/01/2016 09:42;00:44:14
SRVMV-PDEP001;Abyla VA;SE25153;20/01/2016 08:49;20/01/2016 09:13;00:23:41
SRVMV-COMMUN001;Microsoft Access 2013;SE29922;20/01/2016 08:36;20/01/2016 09:01;00:24:07
SRVMV-SOCIAL001;IODAS-Usager;XP28201;20/01/2016 08:30;20/01/2016 08:30;00:00:03
SRVMV-PDEP001;Abyla PROD;SE29067;20/01/2016 08:27;20/01/2016 09:28;01:01:11
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;19/01/2016 16:54;19/01/2016 16:58;00:03:15
SRVMV-COMMUN001;Mozilla Firefox;SE27651;19/01/2016 16:40;19/01/2016 16:58;00:17:18
SRVMV-SOCIAL001;IODAS-Usager;SE29060;19/01/2016 16:22;19/01/2016 17:06;00:43:51
SRVMV-COMMUN001;Mozilla Firefox;SE27651;19/01/2016 16:11;19/01/2016 16:36;00:24:45
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;19/01/2016 16:10;19/01/2016 16:11;00:01:09
SRVMV-COMMUN001;Mozilla Firefox;SE27651;19/01/2016 16:06;19/01/2016 16:11;00:05:14
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;19/01/2016 16:06;19/01/2016 16:09;00:03:46
SRVMV-SOCIAL001;IODAS-Usager;XP28201;19/01/2016 16:05;19/01/2016 16:25;00:19:58
SRVMV-COMMUN001;WebMail Lotus;XP28201;19/01/2016 14:47;19/01/2016 14:48;00:01:06
SRVMV-COMMUN001;Mozilla Firefox;SE27651;19/01/2016 14:24;19/01/2016 14:44;00:20:08
SRVMV-SOCIAL001;IODAS-Usager;SE29060;19/01/2016 13:48;19/01/2016 16:00;02:12:04
SRVMV-COMMUN001;GanttProject;SE29060;19/01/2016 13:46;19/01/2016 13:47;00:00:35
SRVMV-COMMUN001;Internet Explorer;HU29781;19/01/2016 12:48;19/01/2016 12:49;00:00:19
SRVMV-COMMUN001;Internet Explorer;HU29781;19/01/2016 12:46;19/01/2016 12:47;00:00:19
SRVMV-COMMUN001;Mozilla Firefox;HU29781;19/01/2016 12:46;19/01/2016 12:46;00:00:35
SRVMV-COMMUN002;Mozilla Firefox;SE27651;19/01/2016 10:47;19/01/2016 11:48;01:00:40
SRVMV-SOCIAL001;IODAS-Usager;SE27651;19/01/2016 10:31;19/01/2016 10:47;00:15:32
SRVMV-W3NEOT001;GestPharma;SE29570;19/01/2016 10:29;19/01/2016 10:29;00:00:08
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;19/01/2016 10:11;19/01/2016 10:47;00:35:28
SRVMV-COMMUN001;Microsoft Word 2007;HU29781;19/01/2016 09:47;19/01/2016 11:10;01:23:11
SRVMV-COMMUN002;Freemind;XP19087;19/01/2016 09:23;19/01/2016 10:16;00:53:20
SRVMV-COMMUN001;WebMail Lotus;XP28201;19/01/2016 09:18;19/01/2016 09:21;00:02:48
SRVMV-COMMUN001;IMDSI;XP28201;19/01/2016 09:18;19/01/2016 10:15;00:56:55
SRVMV-COMMUN001;WebMail Lotus;XP28201;19/01/2016 09:16;19/01/2016 09:16;00:00:10
SRVMV-COMMUN001;IMDSI;XP28201;19/01/2016 09:15;19/01/2016 09:16;00:00:49
SRVMV-COMMUN001;IMDSI;XP28201;19/01/2016 09:15;19/01/2016 09:15;00:00:08
SRVMV-SOCIAL001;IODAS-Usager;SE29570;19/01/2016 09:15;19/01/2016 10:36;01:21:42
SRVMV-COMMUN001;IMDSI;XP28201;19/01/2016 09:15;19/01/2016 09:15;00:00:16
SRVMV-COMMUN001;WebMail Lotus;XP28201;19/01/2016 08:59;19/01/2016 09:15;00:16:28
SRVMV-COMMUN002;Visionneuse RSA;SE29059;19/01/2016 08:51;19/01/2016 08:51;00:00:19
SRVMV-SOCIAL001;IODAS-Usager;SE29060;19/01/2016 08:48;19/01/2016 11:55;03:06:56
SRVMV-COMMUN002;Mozilla Firefox;SE27651;18/01/2016 16:31;18/01/2016 16:56;00:25:21
SRVMV-COMMUN001;Picasa;XP28201;18/01/2016 16:10;18/01/2016 16:11;00:01:03
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;18/01/2016 15:55;18/01/2016 16:19;00:23:51
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;18/01/2016 15:54;18/01/2016 16:19;00:24:37
SRVMV-SOCIAL001;IODAS-Usager;SE29060;18/01/2016 15:48;18/01/2016 16:54;01:06:25
SRVMV-COMMUN001;Picasa;XP28201;18/01/2016 15:40;18/01/2016 16:08;00:28:17
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;18/01/2016 15:34;18/01/2016 15:52;00:18:30
SRVMV-COMMUN002;Mozilla Firefox;SE27651;18/01/2016 15:24;18/01/2016 16:11;00:47:08
SRVMV-SOCIAL001;IODAS-Prestataire;XP18623;18/01/2016 15:17;18/01/2016 16:59;01:42:11
SRVMV-SOCIAL001;IODAS-Usager;XP18623;18/01/2016 15:16;18/01/2016 16:27;01:10:53
SRVMV-SOCIAL001;IODAS-Usager;SE29060;18/01/2016 15:15;18/01/2016 15:41;00:25:50
SRVMV-W8NEOT001;Business Objects 6.5;SE18855;18/01/2016 14:58;18/01/2016 14:58;00:00:56
SRVMV-W8NEOT001;Business Objects 6.5;SE18855;18/01/2016 14:57;18/01/2016 14:59;00:01:07
SRVMV-W8NEOT001;Business Objects 6.5;SE18855;18/01/2016 14:53;18/01/2016 14:54;00:00:54
SRVMV-W8NEOT001;Business Objects 6.5;SE18855;18/01/2016 14:48;18/01/2016 14:53;00:05:01
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;18/01/2016 14:15;18/01/2016 15:02;00:47:50
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;18/01/2016 12:36;18/01/2016 12:40;00:03:38
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;18/01/2016 12:35;18/01/2016 12:36;00:01:43
SRVMV-PDEP001;Abyla PROD;SE25153;18/01/2016 11:41;18/01/2016 11:41;00:00:38
SRVMV-SOCIAL001;IODAS-Usager;SE29060;18/01/2016 11:38;18/01/2016 12:52;01:14:08
SRVMV-PDEP001;Abyla VA;SE25153;18/01/2016 11:37;18/01/2016 11:41;00:03:38
SRVMV-SOCIAL001;IODAS-Usager;XP18623;18/01/2016 11:36;18/01/2016 11:48;00:12:03
SRVMV-SOCIAL001;IODAS-Usager;SE29060;18/01/2016 11:04;18/01/2016 11:38;00:34:04
SRVMV-COMMUN002;Freemind;XP19087;18/01/2016 10:59;18/01/2016 11:16;00:17:17
SRVMV-COMMUN002;Freemind;XP19087;18/01/2016 10:58;18/01/2016 10:58;00:00:17
SRVMV-COMMUN002;Freemind;XP19087;18/01/2016 10:58;18/01/2016 10:58;00:00:21
SRVMV-SOCIAL001;IODAS-Usager;SE29060;18/01/2016 09:22;18/01/2016 11:02;01:40:39
SRVMV-COMMUN001;Freemind;XP19087;18/01/2016 09:19;18/01/2016 09:36;00:17:06
SRVMV-COMMUN002;Freemind;XP19087;18/01/2016 09:18;18/01/2016 10:58;01:39:28
SRVMV-COMMUN001;Mozilla Firefox;SE27651;18/01/2016 08:55;18/01/2016 09:51;00:56:44
SRVMV-PDEP001;Abyla PROD;SE29067;18/01/2016 08:47;18/01/2016 09:06;00:19:21
SRVMV-COMMUN002;Internet Explorer;SE29059;18/01/2016 08:04;18/01/2016 08:05;00:00:20
SRVMV-COMMUN001;SCRIBE Patrimoine;SE29216;15/01/2016 16:26;15/01/2016 16:26;00:00:08
SRVMV-COMMUN001;WebMail Lotus;XP18623;15/01/2016 15:46;15/01/2016 15:48;00:01:20
SRVMV-PDEP001;Abyla PROD;SE29067;15/01/2016 15:16;15/01/2016 15:50;00:33:38
SRVMV-COMMUN002;Freemind;XP19087;15/01/2016 14:59;15/01/2016 15:09;00:10:00
SRVMV-COMMUN001;Freemind;XP19087;15/01/2016 14:58;15/01/2016 14:58;00:00:06
SRVMV-COMMUN001;Freemind;XP19087;15/01/2016 14:58;15/01/2016 14:58;00:00:12
SRVMV-COMMUN001;Freemind;XP19087;15/01/2016 14:58;15/01/2016 14:58;00:00:13
SRVMV-COMMUN001;Freemind;XP19087;15/01/2016 14:58;15/01/2016 14:58;00:00:34
SRVMV-COMMUN001;Freemind;XP19087;15/01/2016 14:58;15/01/2016 14:58;00:00:37
SRVMV-SOCIAL001;IODAS-Usager;XP18623;15/01/2016 14:44;15/01/2016 15:02;00:18:43
SRVMV-COMMUN001;Mozilla Firefox;XP28201;15/01/2016 14:23;15/01/2016 14:42;00:19:24
SRVMV-PDEP001;Abyla PROD;SE29067;15/01/2016 14:23;15/01/2016 14:52;00:29:24
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;15/01/2016 10:41;15/01/2016 10:46;00:05:35
SRVMV-COMMUN001;Internet Explorer;HU31042;15/01/2016 10:32;15/01/2016 11:11;00:38:29
SRVMV-COMMUN001;Mozilla Firefox;SE27651;15/01/2016 10:32;15/01/2016 10:58;00:26:05
SRVMV-COMMUN002;Microsoft Access 2013;SE29922;15/01/2016 10:22;15/01/2016 10:49;00:26:59
SRVMV-COMMUN002;Internet Explorer;XP27681;15/01/2016 10:09;15/01/2016 10:19;00:09:23
SRVMV-PDEP001;Abyla PROD;SE29067;15/01/2016 10:04;15/01/2016 11:22;01:17:29
SRVMV-SOCIAL001;IODAS-Usager;XP18623;15/01/2016 09:42;15/01/2016 09:58;00:16:30
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18623;15/01/2016 09:37;15/01/2016 09:58;00:21:41
SRVMV-SOCIAL001;IODAS-Prestataire;XP18623;15/01/2016 09:36;15/01/2016 09:58;00:22:27
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;15/01/2016 09:19;15/01/2016 09:44;00:25:07
SRVMV-SOCIAL001;IODAS-Usager;XP18625;15/01/2016 09:17;15/01/2016 09:44;00:27:22
SRVMV-PDEP001;Abyla PROD;SE29067;15/01/2016 08:56;15/01/2016 09:38;00:41:55
SRVMV-COMMUN002;Mozilla Firefox;SRVMV-AP10-ADM1;14/01/2016 17:20;14/01/2016 17:20;00:00:03
SRVMV-COMMUN002;Mozilla Firefox;SRVMV-AP10-ADM1;14/01/2016 17:19;14/01/2016 17:19;00:00:14
SRVMV-COMMUN001;WebMail Lotus;XP18623;14/01/2016 17:13;14/01/2016 17:15;00:02:04
SRVMV-SOCIAL001;IODAS-Usager;XP18625;14/01/2016 17:05;14/01/2016 17:09;00:04:16
SRVMV-COMMUN001;Microsoft Word 2007;HU28897;14/01/2016 16:59;14/01/2016 16:59;00:00:05
SRVMV-COMMUN001;Mozilla Firefox;SE24245;14/01/2016 16:41;14/01/2016 16:44;00:02:48
SRVMV-W3NEOT001;Voute;SRVMV-AP10-ADM1;14/01/2016 16:39;14/01/2016 16:39;00:00:10
SRVMV-COMMUN001;Putty;SRVMV-AP10-ADM1;14/01/2016 16:38;14/01/2016 16:39;00:01:11
SRVMV-COMMUN001;LibreOffice 5;HU31042;14/01/2016 16:38;14/01/2016 16:38;00:00:06
SRVMV-COMMUN001;Mozilla Firefox;SRVMV-AP10-ADM1;14/01/2016 16:38;14/01/2016 16:38;00:00:08
SRVMV-COMMUN001;Mozilla Firefox;SRVMV-AP10-ADM1;14/01/2016 16:37;14/01/2016 16:38;00:00:10
SRVMV-COMMUN001;Annuaire des accueils des sites;SRVMV-AP10-ADM1;14/01/2016 16:37;14/01/2016 16:37;00:00:05
SRVMV-RCE001;Regards;SRVMV-AP10-ADM1;14/01/2016 16:37;14/01/2016 16:37;00:00:09
SRVMV-COMMUN001;Mozilla Firefox;HU31042;14/01/2016 16:37;14/01/2016 16:37;00:00:48
SRVMV-COMMUN001;Internet Explorer;HU31042;14/01/2016 16:36;14/01/2016 16:37;00:00:30
SRVMV-COMMUN001;Internet Explorer;HU31042;14/01/2016 16:36;14/01/2016 16:36;00:00:30
SRVMV-COMMUN001;Limesurvey;SRVMV-AP10-ADM1;14/01/2016 16:27;14/01/2016 16:27;00:00:31
SRVMV-COMMUN001;WikiAppli;SRVMV-AP10-ADM1;14/01/2016 16:26;14/01/2016 16:27;00:00:33
SRVMV-COMMUN001;GED Alfresco;HU28897;14/01/2016 16:18;14/01/2016 16:18;00:00:03
SRVMV-COMMUN001;Internet Explorer;HU28897;14/01/2016 16:17;14/01/2016 16:18;00:00:30
SRVMV-SOCIAL001;IODAS-Usager;XP18625;14/01/2016 15:55;14/01/2016 17:04;01:09:05
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18623;14/01/2016 15:42;14/01/2016 15:45;00:02:46
SRVMV-COMMUN001;Mozilla Firefox;HU25202;14/01/2016 15:38;14/01/2016 15:39;00:00:46
SRVMV-COMMUN001;Mozilla Firefox;HU25202;14/01/2016 15:37;14/01/2016 15:38;00:01:22
SRVMV-COMMUN001;Internet Explorer;HU25202;14/01/2016 15:36;14/01/2016 15:37;00:00:20
SRVMV-COMMUN001;Internet Explorer;HU25202;14/01/2016 15:35;14/01/2016 15:36;00:00:19
SRVMV-COMMUN001;Microsoft Word 2007;HU25202;14/01/2016 15:32;14/01/2016 15:44;00:12:49
SRVMV-COMMUN001;Mozilla Firefox;SE27651;14/01/2016 15:22;14/01/2016 15:22;00:00:06
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;14/01/2016 15:20;14/01/2016 15:48;00:28:41
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;14/01/2016 15:19;14/01/2016 17:04;01:45:36
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;14/01/2016 14:57;14/01/2016 15:07;00:09:33
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;14/01/2016 14:55;14/01/2016 15:44;00:49:07
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;14/01/2016 14:51;14/01/2016 14:57;00:06:31
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;14/01/2016 14:51;14/01/2016 14:55;00:04:30
SRVMV-COMMUN001;OpenOffice Présentation;SE27651;14/01/2016 14:50;14/01/2016 14:50;00:00:06
SRVMV-COMMUN001;LibreOffice 5;SE27651;14/01/2016 14:50;14/01/2016 14:50;00:00:04
SRVMV-SOCIAL001;IODAS-Usager;XP18625;14/01/2016 14:50;14/01/2016 15:14;00:24:22
SRVMV-COMMUN001;Microsoft Access 2013;SE29922;14/01/2016 14:22;14/01/2016 14:41;00:18:23
SRVMV-COMMUN001;WikiAppli;SRVMV-AP10-ADM2;14/01/2016 14:13;14/01/2016 14:13;00:00:32
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;14/01/2016 14:10;14/01/2016 14:43;00:32:45
SRVMV-PDEP001;Abyla VA;HU31042;14/01/2016 14:03;14/01/2016 14:03;00:00:32
SRVMV-SOCIAL001;IODAS-Usager;HU31042;14/01/2016 13:43;14/01/2016 13:44;00:00:08
SRVMV-PDEP001;Abyla PROD;HU29956;14/01/2016 13:42;14/01/2016 13:47;00:04:30
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;14/01/2016 13:39;14/01/2016 14:25;00:45:48
SRVMV-SOCIAL001;IODAS-Usager;XP18625;14/01/2016 13:38;14/01/2016 14:25;00:46:13
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;14/01/2016 13:07;14/01/2016 13:34;00:26:38
SRVMV-SOCIAL001;IODAS-Usager;SE27651;14/01/2016 13:04;14/01/2016 13:07;00:02:12
SRVMV-SOCIAL001;IODAS-Usager;SE27651;14/01/2016 13:03;14/01/2016 13:06;00:02:50
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;14/01/2016 12:49;14/01/2016 12:50;00:01:11
SRVMV-COMMUN001;Mozilla Firefox;SE27651;14/01/2016 12:36;14/01/2016 16:51;04:15:56
SRVMV-COMMUN001;Mozilla Firefox;SE27651;14/01/2016 10:58;14/01/2016 11:52;00:53:47
SRVMV-COMMUN002;Microsoft Word 2007;XPWY23130;14/01/2016 10:51;14/01/2016 10:52;00:00:13
SRVMV-SOCIAL001;IODAS-Usager;XP18623;14/01/2016 10:47;14/01/2016 11:06;00:19:37
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18623;14/01/2016 10:41;14/01/2016 10:42;00:01:15
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;14/01/2016 10:39;14/01/2016 11:18;00:38:57
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;14/01/2016 10:37;14/01/2016 10:38;00:01:05
SRVMV-COMMUN002;Internet Explorer;XP18623;14/01/2016 10:11;14/01/2016 10:13;00:01:30
SRVMV-SOCIAL001;IODAS-Environnement;XP18625;14/01/2016 09:54;14/01/2016 10:17;00:23:07
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;14/01/2016 09:13;14/01/2016 09:36;00:22:48
SRVMV-SOCIAL001;IODAS-Environnement;XP18625;14/01/2016 09:12;14/01/2016 09:13;00:00:28
SRVMV-SOCIAL001;IODAS-Environnement;XP18625;14/01/2016 09:07;14/01/2016 09:36;00:28:48
SRVMV-COMMUN001;Mozilla Firefox;SE27651;14/01/2016 08:51;14/01/2016 09:06;00:14:24
SRVMV-COMMUN002;OpenOffice Présentation;HU31042;13/01/2016 17:19;13/01/2016 17:39;00:19:50
SRVMV-COMMUN002;OpenOffice Présentation;HU31042;13/01/2016 17:19;13/01/2016 17:19;00:00:32
SRVMV-COMMUN002;OpenOffice Présentation;HU31042;13/01/2016 17:18;13/01/2016 17:18;00:00:22
SRVMV-COMMUN002;Abbyy PDF Transformer +;HU31042;13/01/2016 17:16;13/01/2016 17:18;00:01:58
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;13/01/2016 16:30;13/01/2016 16:58;00:28:23
SRVMV-SOCIAL001;IODAS-Usager;SE29060;13/01/2016 16:29;13/01/2016 18:41;02:11:31
SRVMV-COMMUN001;Portail_AD33;XP18625;13/01/2016 16:24;13/01/2016 16:24;00:00:05
SRVMV-PDEP001;Abyla PROD;SE29067;13/01/2016 16:22;13/01/2016 16:47;00:25:38
SRVMV-PDEP001;Abyla PROD;SE29067;13/01/2016 16:21;13/01/2016 16:22;00:00:43
