Server;Apps;PC;DBegin;DEnd;Duration
SRVMV-SOCIAL001;IODAS-Usager;XP18625;15/03/2016 13:54;15/03/2016 14:38;00:43:48
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;15/03/2016 13:52;15/03/2016 14:10;00:18:26
SRVMV-COMMUN001;Microsoft Word 2007;HTML5 Client;15/03/2016 13:39;15/03/2016 13:40;00:01:14
SRVMV-RCE-MEGA0;Mega;HTML5 Client;15/03/2016 13:36;15/03/2016 13:39;00:02:20
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;15/03/2016 13:22;15/03/2016 13:47;00:24:57
SRVMV-COMMUN001;Picasa;XP18796;15/03/2016 11:30;15/03/2016 11:30;00:00:43
SRVMV-COMMUN001;Freemind;XP18796;15/03/2016 11:29;15/03/2016 11:30;00:00:30
SRVMV-COMMUN001;Visionneuse RSA;XP18796;15/03/2016 11:26;15/03/2016 11:27;00:00:20
SRVMV-RCE-MEGA0;Mega;HTML5 Client;15/03/2016 11:25;15/03/2016 11:26;00:01:42
SRVMV-COMMUN001;LibreOffice 5;HTML5 Client;15/03/2016 10:32;15/03/2016 10:33;00:01:04
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;15/03/2016 08:57;15/03/2016 11:28;02:31:32
SRVMV-SOCIAL001;IODAS-Usager;XP18796;15/03/2016 08:52;15/03/2016 12:07;03:15:20
SRVMV-PDEP001;Abyla PROD;XP18718;14/03/2016 16:43;14/03/2016 16:57;00:13:16
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;14/03/2016 15:30;14/03/2016 16:44;01:13:48
SRVMV-SOCIAL001;IODAS-Prestataire;XP18796;14/03/2016 15:28;14/03/2016 16:00;00:32:01
SRVMV-SOCIAL001;IODAS-Usager;SE29570;14/03/2016 13:54;14/03/2016 15:55;02:00:23
SRVMV-SOCIAL001;IODAS-Usager;XP18796;14/03/2016 13:42;14/03/2016 16:44;03:01:58
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;14/03/2016 13:01;14/03/2016 14:32;01:31:06
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;14/03/2016 11:03;14/03/2016 12:23;01:20:15
SRVMV-PDEP001;Geomap;XP19415;14/03/2016 10:40;14/03/2016 10:40;00:00:32
SRVMV-PDEP001;Geomap;XP19415;14/03/2016 10:40;14/03/2016 10:40;00:00:30
SRVMV-SOCIAL001;IODAS-Usager;XP18796;14/03/2016 09:12;14/03/2016 12:40;03:28:37
SRVMV-SOCIAL001;IODAS-Usager;XP18796;14/03/2016 09:12;14/03/2016 09:23;00:11:15
SRVMV-PDEP001;Abyla PROD;SE29067;14/03/2016 08:52;14/03/2016 09:12;00:19:36
SRVMV-PDEP001;Abyla PROD;SE29067;14/03/2016 08:51;14/03/2016 08:52;00:01:32
SRVMV-PDEP001;Abyla PROD;HU29956;11/03/2016 16:34;11/03/2016 16:41;00:07:19
SRVMV-PDEP001;Abyla PROD;HU29956;11/03/2016 14:58;11/03/2016 16:07;01:08:57
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;11/03/2016 14:23;11/03/2016 14:31;00:07:34
SRVMV-SOCIAL001;IODAS-Environnement;XP18796;11/03/2016 14:14;11/03/2016 14:15;00:00:50
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;11/03/2016 14:11;11/03/2016 15:45;01:33:38
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;11/03/2016 14:04;11/03/2016 14:46;00:42:18
SRVMV-PDEP001;Abyla PROD;HU29956;11/03/2016 14:00;11/03/2016 14:02;00:02:11
SRVMV-SOCIAL001;IODAS-Usager;XP18796;11/03/2016 13:41;11/03/2016 15:48;02:06:42
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;11/03/2016 13:33;11/03/2016 14:04;00:30:52
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;11/03/2016 13:19;11/03/2016 13:32;00:13:35
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;11/03/2016 13:09;11/03/2016 13:14;00:04:30
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;11/03/2016 13:04;11/03/2016 13:09;00:04:40
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;11/03/2016 13:04;11/03/2016 13:04;00:00:11
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;11/03/2016 13:04;11/03/2016 13:04;00:00:08
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;11/03/2016 13:03;11/03/2016 13:03;00:00:09
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;11/03/2016 13:02;11/03/2016 13:04;00:02:15
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;11/03/2016 13:01;11/03/2016 13:01;00:00:26
SRVMV-SOCIAL001;IODAS-Environnement;XP18623;11/03/2016 12:00;11/03/2016 12:00;00:00:02
SRVMV-SOCIAL001;IODAS-Environnement;XP18796;11/03/2016 11:48;11/03/2016 12:40;00:51:20
SRVMV-SOCIAL001;IODAS-Prestataire;XP18796;11/03/2016 11:48;11/03/2016 11:48;00:00:01
SRVMV-COMMUN001;Internet Explorer;HU30426;11/03/2016 11:27;11/03/2016 11:34;00:06:33
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;11/03/2016 11:14;11/03/2016 12:54;01:39:52
SRVMV-PDEP001;Abyla PROD;HU29956;11/03/2016 11:01;11/03/2016 11:56;00:55:43
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;11/03/2016 10:59;11/03/2016 11:25;00:26:13
SRVMV-PDEP001;Abyla PROD;HU29956;11/03/2016 10:45;11/03/2016 11:57;01:11:15
SRVMV-SOCIAL001;IODAS-Usager;XP18796;11/03/2016 09:56;11/03/2016 12:40;02:43:25
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;11/03/2016 09:52;11/03/2016 11:54;02:02:02
SRVMV-COMMUN001;Microsoft Word 2007;HTML5 Client;11/03/2016 09:16;11/03/2016 09:17;00:01:12
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;11/03/2016 09:15;11/03/2016 09:45;00:30:03
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;11/03/2016 09:12;11/03/2016 09:14;00:02:36
SRVMV-COMMUN001;WebMail Lotus;HTML5 Client;11/03/2016 09:07;11/03/2016 09:08;00:01:21
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;11/03/2016 09:06;11/03/2016 09:12;00:05:56
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;11/03/2016 08:56;11/03/2016 10:03;01:06:59
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;11/03/2016 08:55;11/03/2016 09:31;00:35:50
SRVMV-PDEP001;Abyla PROD;HU29956;11/03/2016 08:54;11/03/2016 09:38;00:43:48
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;11/03/2016 08:45;11/03/2016 08:46;00:01:29
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;10/03/2016 15:38;10/03/2016 15:42;00:03:58
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;10/03/2016 14:41;10/03/2016 15:14;00:33:09
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;10/03/2016 14:10;10/03/2016 14:41;00:31:24
SRVMV-SOCIAL001;IODAS-Usager;SE29570;10/03/2016 13:56;10/03/2016 14:22;00:26:00
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;10/03/2016 13:14;10/03/2016 13:53;00:38:19
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;10/03/2016 13:02;10/03/2016 13:14;00:12:35
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;10/03/2016 12:41;10/03/2016 13:01;00:20:33
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;10/03/2016 12:37;10/03/2016 12:41;00:03:43
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;10/03/2016 11:54;10/03/2016 12:28;00:34:01
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;10/03/2016 11:12;10/03/2016 11:45;00:32:51
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;10/03/2016 11:12;10/03/2016 11:45;00:32:55
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;10/03/2016 10:49;10/03/2016 11:52;01:03:14
SRVMV-PDEP001;Geomap;XP19415;10/03/2016 09:44;10/03/2016 10:03;00:19:15
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;10/03/2016 08:58;10/03/2016 09:36;00:37:53
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;10/03/2016 08:46;10/03/2016 10:53;02:06:06
SRVMV-PDEP001;Abyla PROD;SE29216;10/03/2016 08:46;10/03/2016 09:08;00:21:56
SRVMV-SOCIAL001;IODAS-Usager;XP18625;10/03/2016 08:40;10/03/2016 09:32;00:51:27
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;10/03/2016 08:38;10/03/2016 08:46;00:08:17
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;09/03/2016 15:25;09/03/2016 16:32;01:06:53
SRVMV-SOCIAL001;IODAS-Usager;XP18796;09/03/2016 15:21;09/03/2016 16:33;01:12:16
SRVMV-PDEP001;Abyla PROD;XP18718;09/03/2016 14:37;09/03/2016 14:57;00:19:36
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;09/03/2016 14:03;09/03/2016 14:56;00:52:21
SRVMV-SOCIAL001;IODAS-Usager;XP18796;09/03/2016 13:50;09/03/2016 14:56;01:06:09
SRVMV-PDEP001;Abyla PROD;XP18718;09/03/2016 11:31;09/03/2016 11:50;00:19:53
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;09/03/2016 11:21;09/03/2016 11:30;00:08:41
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;09/03/2016 11:21;09/03/2016 12:38;01:17:06
SRVMV-W8NEOT001;Business Objects 6.5;HTML5 Client;09/03/2016 10:51;09/03/2016 10:53;00:01:53
SRVMV-PDEP001;Abyla PROD;XP18718;09/03/2016 10:50;09/03/2016 11:20;00:29:38
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;09/03/2016 10:42;09/03/2016 11:21;00:38:42
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;09/03/2016 10:32;09/03/2016 10:34;00:01:26
SRVMV-COMMUN001;Visionneuse RSA;XP18796;09/03/2016 10:32;09/03/2016 10:32;00:00:24
SRVMV-COMMUN001;Visionneuse RSA;XP18796;09/03/2016 10:32;09/03/2016 10:32;00:00:20
SRVMV-SOCIAL001;VISITOP-OPALES;XP18796;09/03/2016 10:31;09/03/2016 10:32;00:00:55
SRVMV-SOCIAL001;IODAS-Usager;XP18796;09/03/2016 08:59;09/03/2016 12:38;03:38:40
SRVMV-PDEP001;Abyla PROD;SE29216;08/03/2016 16:57;08/03/2016 17:18;00:21:04
SRVMV-COMMUN001;Internet Explorer;XP18796;08/03/2016 15:58;08/03/2016 15:58;00:00:20
SRVMV-COMMUN001;Internet Explorer;XP18796;08/03/2016 15:54;08/03/2016 15:54;00:00:20
SRVMV-SOCIAL001;IODAS-Usager;XP18796;08/03/2016 15:18;08/03/2016 16:48;01:30:38
SRVMV-COMMUN001;Abbyy FineReader;HUMV25061;08/03/2016 15:16;08/03/2016 15:16;00:00:05
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;08/03/2016 15:16;08/03/2016 16:48;01:32:15
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;08/03/2016 14:06;08/03/2016 14:52;00:46:11
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;08/03/2016 14:06;08/03/2016 14:07;00:01:14
SRVMV-SOCIAL001;IODAS-Usager;XP18796;08/03/2016 13:40;08/03/2016 15:09;01:29:28
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;08/03/2016 12:21;08/03/2016 13:07;00:46:38
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;08/03/2016 12:20;08/03/2016 12:21;00:00:19
SRVMV-PDEP001;Abyla PROD;SE29216;08/03/2016 11:58;08/03/2016 12:17;00:18:05
SRVMV-SOCIAL001;IODAS-Prestataire;XP18796;08/03/2016 11:36;08/03/2016 12:06;00:29:40
SRVMV-COMMUN001;Abbyy FineReader;HUMV25061;08/03/2016 11:15;08/03/2016 11:15;00:00:06
SRVMV-COMMUN001;Abbyy FineReader;HUMV25061;08/03/2016 11:14;08/03/2016 11:14;00:00:11
SRVMV-COMMUN001;Freemind;HUMV25061;08/03/2016 11:14;08/03/2016 11:14;00:00:10
SRVMV-PDEP001;ArcGIS Administrator;SE29216;08/03/2016 11:14;08/03/2016 11:14;00:00:14
SRVMV-PDEP001;ArcMap 10.2.1;SE29216;08/03/2016 11:13;08/03/2016 11:13;00:00:03
SRVMV-PDEP001;ArcGIS Administrator;SE29216;08/03/2016 11:13;08/03/2016 11:13;00:00:05
SRVMV-PDEP001;ArcMap 10.2.1;SE29216;08/03/2016 11:11;08/03/2016 11:12;00:00:08
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;08/03/2016 10:52;08/03/2016 12:06;01:13:49
SRVMV-PDEP001;Abyla PROD;SE29216;08/03/2016 10:25;08/03/2016 10:54;00:28:59
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;08/03/2016 10:22;08/03/2016 10:22;00:00:11
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;08/03/2016 10:12;08/03/2016 11:04;00:51:53
SRVMV-LSCE001;Adobe Reader XI (LSCE);WY26819;08/03/2016 10:09;08/03/2016 10:09;00:00:24
SRVMV-LSCE001;LibreOffice Calc;WY26819;08/03/2016 10:08;08/03/2016 10:08;00:00:07
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;08/03/2016 09:54;08/03/2016 11:53;01:58:41
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;08/03/2016 09:49;08/03/2016 09:54;00:04:28
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;08/03/2016 09:49;08/03/2016 09:49;00:00:11
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;08/03/2016 09:47;08/03/2016 10:07;00:20:17
SRVMV-SOCIAL001;IODAS-Usager;XP18796;08/03/2016 09:41;08/03/2016 12:06;02:25:16
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;08/03/2016 09:30;08/03/2016 10:48;01:18:52
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;08/03/2016 09:21;08/03/2016 11:22;02:01:07
SRVMV-LSCE001;LibreOffice Calc;WY26809;08/03/2016 09:21;08/03/2016 09:21;00:00:11
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;08/03/2016 09:15;08/03/2016 09:49;00:33:37
SRVMV-SOCIAL001;IODAS-Usager;XP18796;08/03/2016 08:47;08/03/2016 09:13;00:25:43
SRVMV-SOCIAL001;IODAS-EVAPA;XP18796;08/03/2016 08:46;08/03/2016 08:47;00:00:39
SRVMV-SOCIAL001;Epi Info;HU29922;07/03/2016 17:12;07/03/2016 17:12;00:00:08
SRVMV-COMMUN001;Visionneuse RSA;HU29922;07/03/2016 17:12;07/03/2016 17:13;00:00:20
SRVMV-COMMUN001;Prestation Transport et stationnement;HU29922;07/03/2016 17:12;07/03/2016 17:13;00:00:25
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;07/03/2016 17:05;07/03/2016 17:25;00:20:06
SRVMV-SOCIAL001;IODAS-Environnement;HU24065;07/03/2016 16:44;07/03/2016 17:02;00:17:22
SRVMV-SOCIAL001;IODAS-Usager;XP18625;07/03/2016 16:42;07/03/2016 17:25;00:43:08
SRVMV-SOCIAL001;IODAS-Usager;XP18625;07/03/2016 16:32;07/03/2016 16:35;00:02:49
SRVMV-SOCIAL001;IODAS-Environnement;HU24065;07/03/2016 16:27;07/03/2016 16:28;00:00:29
SRVMV-W8NEOT001;Business Objects Supervisor 6.5;HTML5 Client;07/03/2016 16:05;07/03/2016 16:06;00:01:38
SRVMV-W8NEOT001;Business Objects Supervisor 6.5;inconnu;07/03/2016 15:59;07/03/2016 16:01;00:02:41
SRVMV-W8NEOT001;Business Objects Supervisor 6.5;inconnu;07/03/2016 15:50;07/03/2016 15:51;00:01:33
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 14:48;07/03/2016 14:55;00:06:37
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 14:41;07/03/2016 14:47;00:05:25
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 14:37;07/03/2016 14:41;00:04:13
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 14:36;07/03/2016 14:37;00:00:56
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 14:30;07/03/2016 14:33;00:02:42
SRVMV-PDEP001;Abyla PROD;SE29216;07/03/2016 14:15;07/03/2016 14:35;00:20:32
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 14:11;07/03/2016 14:30;00:18:59
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 14:10;07/03/2016 14:10;00:00:24
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 14:09;07/03/2016 14:09;00:00:46
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 14:03;07/03/2016 14:08;00:05:19
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 14:02;07/03/2016 14:03;00:01:12
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 13:54;07/03/2016 14:01;00:07:44
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;07/03/2016 13:44;07/03/2016 13:53;00:09:08
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;07/03/2016 13:04;07/03/2016 13:04;00:00:20
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;07/03/2016 13:03;07/03/2016 13:03;00:00:20
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;07/03/2016 12:00;07/03/2016 12:40;00:40:38
SRVMV-LSCE001;Adobe Reader XI (LSCE);WY26809;07/03/2016 11:58;07/03/2016 11:59;00:00:24
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;07/03/2016 11:58;07/03/2016 11:58;00:00:34
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;07/03/2016 11:54;07/03/2016 11:55;00:01:12
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;07/03/2016 11:50;07/03/2016 12:07;00:16:54
SRVMV-PDEP001;Geomap;HTML5 Client;07/03/2016 11:46;07/03/2016 12:04;00:18:29
SRVMV-PDEP001;Abyla PROD;SE29216;07/03/2016 11:25;07/03/2016 11:43;00:18:30
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;07/03/2016 10:49;07/03/2016 12:09;01:19:39
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;07/03/2016 10:48;07/03/2016 10:49;00:00:42
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;07/03/2016 10:47;07/03/2016 11:42;00:55:18
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;07/03/2016 10:45;07/03/2016 10:48;00:02:52
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;07/03/2016 10:44;07/03/2016 10:45;00:00:50
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;07/03/2016 10:43;07/03/2016 10:44;00:00:26
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;07/03/2016 10:42;07/03/2016 11:50;01:07:53
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;07/03/2016 10:41;07/03/2016 10:43;00:02:03
SRVMV-LSCE001;Adobe Reader XI (LSCE);WY26853;07/03/2016 10:41;07/03/2016 10:41;00:00:05
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;07/03/2016 10:37;07/03/2016 10:42;00:05:06
SRVMV-W8NEOT001;Business Objects Designer 6.5;HTML5 Client;07/03/2016 10:30;07/03/2016 11:32;01:01:52
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;07/03/2016 10:21;07/03/2016 10:41;00:19:49
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;07/03/2016 10:14;07/03/2016 10:20;00:06:12
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;07/03/2016 10:12;07/03/2016 10:14;00:02:02
SRVMV-LSCE001;LibreOffice Calc;WY26853;07/03/2016 10:11;07/03/2016 10:12;00:00:09
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;07/03/2016 10:05;07/03/2016 11:54;01:48:19
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;07/03/2016 10:04;07/03/2016 10:46;00:42:05
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;07/03/2016 10:01;07/03/2016 10:11;00:10:22
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;07/03/2016 10:01;07/03/2016 10:05;00:04:11
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;07/03/2016 10:00;07/03/2016 10:36;00:36:40
SRVMV-PDEP001;Abyla VA;HTML5 Client;07/03/2016 09:11;07/03/2016 09:27;00:16:05
SRVMV-PDEP001;Abyla PROD;HTML5 Client;07/03/2016 09:09;07/03/2016 09:11;00:01:37
SRVMV-PDEP001;Abyla PROD;SE29216;07/03/2016 09:05;07/03/2016 09:25;00:20:24
SRVMV-SOCIAL001;IODAS-Usager;XP18625;07/03/2016 08:53;07/03/2016 08:55;00:01:34
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;04/03/2016 14:23;04/03/2016 15:21;00:57:30
SRVMV-COMMUN001;Microsoft Excel 2007;HU31042;04/03/2016 14:01;04/03/2016 14:20;00:18:27
SRVMV-SOCIAL001;IODAS-Usager;XP18625;04/03/2016 13:59;04/03/2016 16:18;02:18:50
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;04/03/2016 13:56;04/03/2016 14:12;00:16:09
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;04/03/2016 11:53;04/03/2016 12:40;00:47:02
SRVMV-SOCIAL001;IODAS-Usager;XP18625;04/03/2016 11:01;04/03/2016 12:40;01:39:38
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;04/03/2016 10:56;04/03/2016 12:40;01:44:07
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;04/03/2016 10:02;04/03/2016 10:51;00:48:27
SRVMV-SOCIAL001;IODAS-Usager;XP18625;04/03/2016 09:13;04/03/2016 10:51;01:37:03
SRVMV-COMMUN001;Liste Identité;HU29938;04/03/2016 09:10;04/03/2016 09:10;00:00:01
SRVMV-COMMUN001;ITASM;HU29938;04/03/2016 08:43;04/03/2016 08:43;00:00:01
SRVMV-SOCIAL001;IODAS-Environnement;XP18625;04/03/2016 08:42;04/03/2016 08:47;00:04:38
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;04/03/2016 08:42;04/03/2016 09:11;00:28:58
SRVMV-SOCIAL001;IODAS-Usager;XP18625;04/03/2016 08:41;04/03/2016 09:11;00:30:05
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;04/03/2016 08:38;04/03/2016 09:10;00:32:04
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;04/03/2016 08:38;04/03/2016 09:10;00:32:05
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;04/03/2016 08:38;04/03/2016 09:10;00:32:04
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;04/03/2016 08:38;04/03/2016 09:10;00:32:05
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;04/03/2016 08:38;04/03/2016 09:10;00:32:05
SRVMV-COMMUN001;Application des applications;HU29938;04/03/2016 08:32;04/03/2016 08:32;00:00:01
SRVMV-COMMUN001;Catalogue de services DSI;HU29938;04/03/2016 08:14;04/03/2016 08:14;00:00:02
SRVMV-COMMUN001;ITASM;HU29938;04/03/2016 08:14;04/03/2016 08:14;00:00:01
SRVMV-COMMUN001;Internet Explorer;HU29938;04/03/2016 08:10;04/03/2016 09:27;01:17:35
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;03/03/2016 16:52;03/03/2016 17:02;00:09:41
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;03/03/2016 16:47;03/03/2016 16:51;00:03:58
SRVMV-SOCIAL001;IODAS-Usager;XP18625;03/03/2016 16:46;03/03/2016 16:52;00:06:17
SRVMV-COMMUN001;Microsoft Excel 2007;XP23518;03/03/2016 15:49;03/03/2016 16:06;00:17:04
SRVMV-COMMUN001;Microsoft Excel 2007;XP23518;03/03/2016 15:46;03/03/2016 15:50;00:03:13
SRVMV-COMMUN001;Microsoft Excel 2007;XP23518;03/03/2016 15:46;03/03/2016 15:50;00:04:07
SRVMV-COMMUN001;Microsoft Excel 2007;XP23518;03/03/2016 15:45;03/03/2016 15:50;00:04:31
SRVMV-PDEP001;Abyla PROD;SE29067;03/03/2016 15:31;03/03/2016 15:49;00:18:30
SRVMV-COMMUN001;UltraEdit;HU23630;03/03/2016 14:59;03/03/2016 15:00;00:01:01
SRVMV-COMMUN001;Application des applications;HU23630;03/03/2016 14:53;03/03/2016 14:54;00:00:32
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;03/03/2016 14:36;03/03/2016 15:51;01:14:49
SRVMV-RCE001;Mega;HU31042;03/03/2016 14:34;03/03/2016 14:52;00:17:23
SRVMV-RCE001;Mega;HU31042;03/03/2016 14:32;03/03/2016 14:33;00:00:44
SRVMV-SOCIAL001;IODAS-Usager;XP18625;03/03/2016 14:21;03/03/2016 16:45;02:24:51
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;03/03/2016 14:05;03/03/2016 14:52;00:47:36
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;03/03/2016 13:52;03/03/2016 14:04;00:12:06
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;03/03/2016 12:59;03/03/2016 13:48;00:49:39
SRVMV-SOCIAL001;IODAS-Usager;XP18625;03/03/2016 12:20;03/03/2016 12:52;00:32:11
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;03/03/2016 12:17;03/03/2016 12:55;00:37:32
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;03/03/2016 11:32;03/03/2016 12:56;01:23:34
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;03/03/2016 11:25;03/03/2016 12:52;01:27:14
SRVMV-PDEP001;Abyla PROD;SE29216;03/03/2016 11:21;03/03/2016 12:01;00:39:57
SRVMV-COMMUN001;Microsoft Excel 2007;XP23518;03/03/2016 11:20;03/03/2016 11:21;00:01:12
SRVMV-COMMUN001;Microsoft Excel 2007;XP23518;03/03/2016 11:20;03/03/2016 11:21;00:01:29
SRVMV-RCE001;Mar_S;XP23518;03/03/2016 11:19;03/03/2016 11:20;00:01:18
SRVMV-SOCIAL001;IODAS-Usager;XP18625;03/03/2016 11:16;03/03/2016 12:03;00:47:40
SRVMV-PDEP001;Abyla VA;XP23518;03/03/2016 11:12;03/03/2016 11:15;00:03:00
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;03/03/2016 11:11;03/03/2016 11:31;00:19:48
SRVMV-PDEP001;Abyla VA;XP23518;03/03/2016 10:57;03/03/2016 11:00;00:02:14
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;03/03/2016 10:50;03/03/2016 11:08;00:18:29
SRVMV-PDEP001;Abyla VA;XP23518;03/03/2016 10:44;03/03/2016 11:00;00:15:14
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;03/03/2016 10:37;03/03/2016 12:03;01:26:29
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;03/03/2016 10:28;03/03/2016 10:35;00:07:20
